Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
WPZSER,"Thửa 535 - tờ 55 đường số 10A, Xã Tân An Hội, H.Củ Chi, TP.HCM",5000000.0,15.45,Đất,10m,32.75m,Tây Bắc
9TMMAP,"Thửa 785 - tờ 33, đường số 6, Long Trường, Q.9, TP.HCM",4600000.0,46.04,Đất,5m,20.19m,Tây Nam
6SA5Z8,"Thửa 759 - tờ 53 Tỉnh Lộ 15, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3000000.0,15.89,Đất,5.17m,34.89m,Tây Bắc
37YVJQ,"Thửa 572 - tờ 18 Nguyễn Thị Lèn, Xã Trung An, H.Củ Chi, TP.HCM",4000000.0,11.5,Đất,10.52m,33.25m,Tây Bắc
7KB32A,"Thửa 559 - tờ 24 Lưu Khai Hồng, TT.Củ Chi, H.Củ Chi, TP.HCM",850.0,5.69,Đất,5m,29.93m,Nam
RGZKDJ,"Thửa 527 - tờ 2 Phạm Văn Chèo, TT.Củ Chi, H.Củ Chi, TP.HCM",690.0,4.51,Đất,4.73m,30.34m,Tây Bắc
0ZNVS9,"Thửa 525 - tờ 48 đường 10A, TT.Củ Chi, H.Củ Chi, TP.HCM",2750000.0,29.0,Đất,5m,19.1m,Bắc
7KBDTA,"Thửa 841 - tờ 8 đường 130, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2500000.0,22.78,Đất,5m,22.26m,Tây Bắc
7KCTWA,"Thửa 866 - tờ 145 Cây Bài, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1900000.0,10.85,Đất,5m,35m,Tây Bắc
ACB0PY,"Thửa 36 - tờ 2 đường 500, Xã Phạm Văn Cội, H.Củ Chi, TP.HCM",3600000.0,4.2,Đất,19.84m,43.65m,Tây Bắc
857AG3,"Thửa 824 - tờ 56 Nguyễn Kim Cương, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",3000000.0,7.93,Đất,7.25m,55.35m,Đông Nam
1US576,"300/28-300/28A Nguyễn Thái Sơn, P.1, Q.Gò Vấp, TP.HCM",18000000.0,95.74,Đất,7.87m,25.8m,Đông Nam
377FKQ,"Thửa 605 - tờ 82 An Nhơn Tây, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1550000.0,4.39,Đất,9m,39.26m,Bắc
ACCJPY,"Thửa 572 - tờ 5 Sông Lu, Xã Hòa Phú, H.Củ Chi, TP.HCM",4500000.0,16.07,Đất,7.04m,40m,Tây Nam
0ZZM59,"Thửa 920 - tờ 5 Ba Sa, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1380000.0,11.04,Đất,5m,25m,Bắc
UYYDWS,"Thửa 546 - tờ 37 Phạm Thị Liền, Xã Thái Mỹ, H.Củ Chi, TP.HCM",3990000.0,7.98,Đất,13.7m,39.42m,Đông
DEEE4H,"Thửa 539 - tờ 11 Bàu Lách, Xã Phạm Văn Cội, H.Củ Chi, TP.HCM",12500000.0,8.19,Đất,9.06m,96.17m,Tây Bắc
2MMNHZ,"Thửa 1165 - tờ 21 đường 577, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",1700000.0,8.88,Đất,5m,39.47m,Tây Nam
855QW3,"Thửa 116 - tờ 47 đường HL2, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",2900000.0,11.68,Đất,6m,40.57m,Bắc
ACCDCY,"Thửa 672 - tờ 30 Bàu Trâm, Xã Trung An, H.Củ Chi, TP.HCM",1350000.0,13.69,Đất,5m,19.98m,Nam
PNTJ1G,"Thửa 717 - tờ 44 đường 762, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1700000.0,11.11,Đất,5m,31.32m,Tây Bắc
7KH6JA,"Thửa 34 - tờ 16 Tỉnh Lộ 6, Xã Phú Mỹ Hưng, H.Củ Chi, TP.HCM",7000000.0,4.01,Đất,40.56m,53.13m,Tây Bắc
SDYXF5,"Thửa 723 - tờ 24 Phước Thạnh, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1680000.0,3.36,Đất,24.07m,27.81m,Nam
J2GDW0,"Thửa 538 - tờ 3 Trung Lập, Xã Trung Lập Thượng, H.Củ Chi, TP.HCM",2200000.0,3.41,Đất,20.54m,31.19m,Nam
EJRSW4,"Thửa 605 - tờ 48 đường 438, Xã Phạm Văn Cội, H.Củ Chi, TP.HCM",5800000.0,9.78,Đất,15m,38.47m,Tây Nam
J2GG10,"Thửa 642 - tờ 20 Nguyễn Thị Lắng, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",7000000.0,15.71,Đất,10m,46.21m,Tây Nam
SDYAV5,"Thửa 1541 - tờ 25 Trần Thị Cẩm, TT.Củ Chi, H.Củ Chi, TP.HCM",3050000.0,7.75,Đất,13.53m,38.03m,Tây Nam
QA5NEU,"Thửa 1387 - tờ 5 Tỉnh Lộ 7, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",800.0,1.42,Đất,15m,39.07m,Tây Nam
PNZENG,"Thửa 561 - tờ 43 Tỉnh Lộ 7, Xã Thái Mỹ, H.Củ Chi, TP.HCM",4000000.0,8.56,Đất,21m,24.99m,Tây Bắc
40R7CF,"Thửa 549 - tờ 22 đường 534, Xã Nhuận Đức, H.Củ Chi, TP.HCM",3200000.0,6.53,Đất,17.5m,26.78m,Tây Nam
J2PDR0,"Thửa 820 - tờ 32 đường 29, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1550000.0,17.79,Đất,6.66m,14.7m,Đông Bắc
UY7ZQS,"Thửa 865 - tờ 70 ( tờ cũ 4) đường 35, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",7200000.0,42.22,Đất,10.28m,16.36m,Tây Nam
ACHN3Y,"Thửa 697 - tờ 38 (80/3 ) Lã Xuân Oai, Tăng Nhơn Phú A, Q.9, TP.HCM",5200000.0,90.9,Đất,4.2m,13.65m,Đông Bắc
UY56XS,"Thửa 745 - tờ 26 Nguyễn Thị Lắng, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",3000000.0,20.02,Đất,6.37m,22.99m,Tây Nam
5HA117,"Thửa 735 - tờ 2 đường 387, Xã Tân An Hội, H.Củ Chi, TP.HCM",1790000.0,20.48,Đất,5.13m,17.92m,Tây Nam
85Q2K3,"Thửa 15 - tờ 12 đường 35, TT.Củ Chi, H.Củ Chi, TP.HCM",7500000.0,23.43,Đất,8m,40m,Tây Nam
KFB61C,"Thửa 658 - tờ 91 đường 65, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",2200000.0,22.31,Đất,5.81m,17.01m,Tây Bắc
GXZ3E2,"Thửa 531 - tờ 11 Tỉnh Lộ 15, Xã Nhuận Đức, H.Củ Chi, TP.HCM",999.0,9.98,Đất,5m,22.81m,Bắc
0ZPVD9,"Thửa 599 - tờ 28 đường 438, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1250000.0,15.0,Đất,6.6m,12.64m,Nam
0ZPMY9,"Thửa 866 - tờ 17 đường 120, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",1950000.0,19.5,Đất,5m,20m,Tây Bắc
YCYSMD,"Thửa 880 - tờ 8 đường 130, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2100000.0,10.97,Đất,6.23m,30.79m,Đông Bắc
GNGR62,"Thửa 572 - tờ 33 đường 566, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",2800000.0,12.68,Đất,5m,45.22m,Đông
5D56Q7,"Thửa 519 - tờ 73 đường 501, Xã Nhuận Đức, H.Củ Chi, TP.HCM",1800000.0,12.03,Đất,4.51m,32.01m,Đông Bắc
7H76XA,"Thửa 697 - tờ 21 ấp An Hòa, Xã Trung An, H.Củ Chi, TP.HCM",1500000.0,6.59,Đất,4.33m,54.87m,Bắc
W9WDTR,"Thửa 1374 - tờ 5 An Nhơn Tây, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1950000.0,12.75,Đất,5m,30.83m,Bắc
Q7QH6U,"Thửa 692 - tờ 29 Trần Thị Cờ, P.Thới An, Q.12, TP.HCM",4250000.0,75.08,Đất,4.01m,14.25m,Bắc
UAUD7S,"Thửa 715 - tờ 9 Trịnh Thị Dối, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",2950000.0,35.37,Đất,5.06m,16.95m,Đông
2X2MFZ,"Thửa 402 - tờ 7 Nhị Bình 12, Xã Nhị Bình, H.Hóc Môn, TP.HCM",4950000.0,12.37,Đất,34.02m,12.05m,Tây Nam
6UX658,"312/41 Bùi Công Trừng, P.Thới An, Q.12, TP.HCM",2880000.0,51.98,Đất,4.5m,12.47m,Tây Bắc
2XMQWZ,"257/180 Bình Thành, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",6500000.0,65.0,Đất,5m,20m,Nam
35U3NQ,"254/66/5C Âu Cơ, P.9, Q.Tân Bình, TP.HCM",8800000.0,113.69,Đất,4m,19.5m,Đông Nam
Q5B23U,"15 đường số 79, P.Tân Quy, Q.7, TP.HCM",14900000.0,192.75,Đất,4m,20.67m,Đông Bắc
A51AYX,"2/29 Đường 8, Long Phước, Q.9, TP.HCM",9000000.0,33.34,Đất,8.63m,30.4m,
U61CS5,"Trần Tử Bình, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",7000000.0,38.88,Đất,5.65m,30.6m,
2R47ZN,"Thửa 614 - Tờ 59 đường số 160, Tăng Nhơn Phú A, Q.9, TP.HCM",6300000.0,85.25,Đất,4m,18.32m,Đông Nam
WTSNMR,"Thửa 1146 - tờ 109 Trung Đông 7, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",2500000.0,4.99,Đất,10.15m,49.6m,
28DJTZ,"Thửa 603 - tờ 24 Tỉnh Lộ 15, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",1400000.0,17.5,Đất,5m,16m,Tây Bắc
742P6A,"Thửa 21 - tờ 16 Nguyễn Thị Rư, TT.Củ Chi, H.Củ Chi, TP.HCM",11700000.0,16.46,Đất,15.04m,46.04m,Đông Nam
1A4K56,"Thửa 1727 - tờ 184 Trần Văn Mười, Xã Bà Điểm, H.Hóc Môn, TP.HCM",8500000.0,63.0,Đất,5m,27.82m,Tây
RNQVPJ,"Thửa 638 - tờ 5 Tỉnh Lộ 7, Xã Thái Mỹ, H.Củ Chi, TP.HCM",1800000.0,9.66,Đất,5m,37.31m,Đông Nam
G6S9T2,"Thửa 716 - tờ 9 Tân Xuân 2, Xã Tân Xuân, H.Hóc Môn, TP.HCM",4150000.0000000005,30.55,Đất,9.2m,15.28m,Tây Nam
6YBTK8,"Thửa 553 - Tờ 25 Hà Thị Đát, P.Tân Sơn Nhì, Q.Tân Phú, TP.HCM",6850000.0,93.57,Đất,4m,18.5m,
6YCS18,"Thửa 55 - tờ 43 Lê Thị Khánh, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",2600000.0,6.01,Đất,9m,47m,Tây Nam
C9ZWAB,"Thửa 525 - tờ 50 Nguyễn Thị Triệu, TT.Củ Chi, H.Củ Chi, TP.HCM",4800000.0,24.19,Đất,5m,40.31m,Tây Bắc
74JK6A,"Thửa 822 - tờ 13 Tỉnh Lộ 7, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",8400000.0,8.4,Đất,25.32m,39.76m,Tây Bắc
3HBX0Q,"Thửa 668 - tờ 55 Đông Thạnh 7, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3750000.0,27.94,Đất,4m,32m,Đông
EG21D4,"Thửa627 Đông Thạnh 4, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",3650000.0,33.79,Đất,5m,22m,Nam
6YYXR8,"Thửa 897 - tờ 9 Tân Xuân 3, Xã Tân Xuân, H.Hóc Môn, TP.HCM",5800000.0,54.2,Đất,5m,21.4m,Đông Nam
QKDB9U,"Tân Chánh Hiệp 17, P.Tân Chánh Hiệp, Q.12, TP.HCM",4520000.0,50.69,Đất,,,Tây Bắc
RNZZNJ,"Thửa 663 - Tờ 11 Xã Bình Khánh, Xã Bình Khánh, H.Cần Giờ, TP.HCM",2700000.0,21.42,Đất,5m,25.5m,Bắc
C9RHAB,"713/51/18 Lê Đức Thọ, P.16, Q.Gò Vấp, TP.HCM",10500000.0,69.95,Đất,5m,21.7m,Tây Bắc
6Y5N08,"Thửa 743 - tờ 10 Phan Văn Hớn, Xã Xuân Thới Thượng, H.Hóc Môn, TP.HCM",3900000.0,48.32,Đất,5.61m,14.47m,Tây Nam
8D7DN3,"Thửa 620 - tờ 29 Song Hành QL22, Xã Trung Chánh, H.Hóc Môn, TP.HCM",3800000.0,55.07,Đất,3.56m,18.24m,Đông Nam
6YS1Z8,"Thửa 611 - tờ 90 Tân Xuân 1, Xã Tân Xuân, H.Hóc Môn, TP.HCM",4600000.0,35.85,Đất,5.24m,18.94m,Nam
DREUYH,"Thửa 1121 - Tờ 74 Tô Ngọc Vân, P.Thới An, Q.12, TP.HCM",3500000.0,54.68,Đất,4m,16m,Nam
K047AC,"23/246 Nguyễn Xiển, P.Long Thạnh Mỹ, TP.Thủ Đức, TP.HCM",3210000.0,35.65,Đất,,,Tây Nam
WT9AZR,"Thửa 984 - tờ 32 Phạm Hữu Lầu, Xã Phước Kiển, H.Nhà Bè, TP.HCM",13500000.0,85.33,Đất,5m,31.52m,Tây Nam
SB78N5,"Phạm Văn Sáng, Xã Vĩnh Lộc A, H.Bình Chánh, TP.HCM",17350000.0,16.84,Đất,26m,39.6m,Tây
7EU29A,"Thửa 747 - tờ 20 Tỉnh Lộ 7, Xã Thái Mỹ, H.Củ Chi, TP.HCM",2250000.0,16.38,Đất,5.96m,25.25m,Bắc
A4UAPY,"Thửa 755 - tờ 116 đường Nguyễn Thị My, Xã Trung An, H.Củ Chi, TP.HCM",2700000.0,22.78,Đất,5m,24.07m,Tây Bắc
QH131U,"Thửa 753 - Tờ 116 đường Nguyễn Thị My, Xã Trung An, H.Củ Chi, TP.HCM",2700000.0,21.75,Đất,5m,25.8m,Tây Bắc
4GKEVF,"Thửa 752 - Tờ 116 đường Nguyễn Thị My, Xã Trung An, H.Củ Chi, TP.HCM",4500000.0,15.88,Đất,11.87m,25.85m,
KJAHRC,"Thửa 754 - Tờ 116 đường Nguyễn Thị My, Xã Trung An, H.Củ Chi, TP.HCM",2700000.0,22.24,Đất,5m,24.6m,Tây Bắc
SC8DY5,"Thửa 48 - tờ 38 Đặng Thị Thưa, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",4400000.0,2.28,Đất,17.62m,112.35m,Tây Bắc
DW5BTH,"Thửa 1119 - Tờ 69 đường An Phú Đông 9, P.An Phú Đông, Q.12, TP.HCM",4400000.0,64.7,Đất,4m,17m,Đông Bắc
UK6ACS,"Thửa 1118 - Tờ 69 đường An Phú Đông 9, P.An Phú Đông, Q.12, TP.HCM",4400000.0,64.7,Đất,4m,17m,Đông Bắc
QH15QU,"Thửa 1117 - Tờ 69 đường An Phú Đông 9, P.An Phú Đông, Q.12, TP.HCM",4400000.0,51.76,Đất,5m,17m,Đông Bắc
5B3YJ7,"Thửa 537 - tờ 165 đường số 14, P.8, Q.Gò Vấp, TP.HCM",7600000.0,120.25,Đất,4m,15.88m,Đông Bắc
WZDAUR,"76A/8 Trần Hữu Trang, P.10, Q.Phú Nhuận, TP.HCM",11500000.0,139.22,Đất,4.05m,21.1m,
EP7VZ4,"Thửa 792 - tờ 112 Trung Đông 8, Xã Đông Thạnh, H.Hóc Môn, TP.HCM",44500000.0,15.13,Đất,15.5m,78.68m,Đông Nam
3DT4PQ,"79/4/6A đường số 18, P.8, Q.Gò Vấp, TP.HCM",3650000.0,100.0,Đất,5.69m,7.65m,Tây Nam
G14MP2,"Thửa 353 - Tờ 2 Hồ Thị Bưng, Xã Tân Thạnh Tây, H.Củ Chi, TP.HCM",13100000.0,2.21,Đất,51.3m,103.34m,Đông Nam
179DM6,"Thửa 727 - Tờ 161 đường số 1C, Xã Vĩnh Lộc B, H.Bình Chánh, TP.HCM",5200000.0,46.42,Đất,5m,22.63m,Tây
QHG3NU,"10A Số 16, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3600000.0,10.94,Đất,6m,55m,Tây Bắc
RTSUZJ,"Thửa 115 - tờ 63 Bến Than, ấp 1, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2200000.0,29.89,Đất,5.01m,14.93m,Đông Nam
A4T2RY,"Thửa 805 - tờ 30 đường số 233, Xã Hòa Phú, H.Củ Chi, TP.HCM",1700000.0,17.29,Đất,5m,19.82m,Tây Nam
KJV2DC,"Thửa 666 - tờ 126 Nguyễn Thị Thôn, Xã Phú Hòa Đông, H.Củ Chi, TP.HCM",1200000.0,11.05,Đất,5m,21.85m,Tây Nam
174EA6,"28B Bùi Viện, P.15, Q.Tân Bình, TP.HCM",5300000.0,105.78,Đất,,,Tây Bắc
A42PRY,"114 Phan Văn Cử, P.16, Q.Gò Vấp, TP.HCM",7500000.0,73.67,Đất,,,Đông Bắc
5BP0Y7,"55/6 Trần Xuân Soạn, P.Tân Kiểng, Q.7, TP.HCM",9800000.0,85.88,Đất,,,Đông Bắc
JNU1M0,"2 Hẻm 58, P.Trường Thạnh, TP.Thủ Đức, TP.HCM",13700000.0,58.44,Đất,,,Tây Bắc
SC0XA5,"20/25 Hồ Đắc Di, Q.Tân Phú, TP.HCM",6800000.0,89.47,Đất,,,Tây
JNQSU0,"122/19 Nguyễn Đức Thuận, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",8300000.000000001,116.57,Đất,,,Đông Bắc
4G18MF,"449 Trần Hưng Đạo, P.Cầu Kho, Q.1, TP.HCM",7200000.0,156.52,Đất,,,Tây Nam
YFP3FD,"Thửa 1023 - tờ 41 Lê Thị Đảo, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2500000.0,13.69,Đất,8.43m,23.91m,Tây
YFR30D,"Thửa 91 - tờ 102 Nguyễn Thị Nhúng, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3900000.0,13.75,Đất,6.17m,45.94m,Đông Bắc
6A5KU8,"Thửa 4 - Tờ 133 ( Số nhà 20/24D) Bình Chiểu, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",21900000.0,48.99,Đất,10.05m,41.43m,Bắc
RT29GJ,"Thửa 1037 - Tờ 9 đường An Phú Đông 26, P.An Phú Đông, Q.12, TP.HCM",3350000.0,45.95,Đất,4m,18.14m,
7ECYQA,"Thửa 680 - tờ 92 đường số 218, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2500000.0,16.57,Đất,5m,30.16m,Đông Nam
7EKGCA,"đường Số 4, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",4350000.0,86.82,Đất,4.2m,11.9m,
A4KMUY,"Thửa 56 - Tờ 18 hẻm đường TL7, Xã Phước Thạnh, H.Củ Chi, TP.HCM",3200000.0,3.59,Đất,28.67m,36.04m,
WZJHMR,"Thửa 636 - Tờ 13 đường số 5, P.17, Q.Gò Vấp, TP.HCM",15300000.0,119.53,Đất,8.3m,15.65m,Đông Bắc
QD3SRU,"Thửa 884 - tờ 5 Võ Thị Nghỉ, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",2200000.0,9.16,Đất,10m,24m,Đông Bắc
CJHX1B,"Lã Xuân Oai, P.Long Trường, TP.Thủ Đức, TP.HCM",3000000.0,30.0,Đất,5m,20m,Đông
15NR16,"Thửa 493 - Tờ 47 Trương Thị Như, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",2700000.0,23.95,Đất,8m,15m,
E9SYS4,"Thửa 635 - tờ 87 Tân Xuân 2, TT.Hóc Môn, H.Hóc Môn, TP.HCM",4880000.0,35.67,Đất,5.28m,27.23m,Đông Bắc
QDZJDU,"Thửa 587 - tờ 147 Xuân Thới Thượng 20, Xã Bà Điểm, H.Hóc Môn, TP.HCM",12000000.0,13.71,Đất,6.24m,39.54m,Đông Nam
0NY6N9,"Thửa 609 - tờ 44 Tỉnh Lộ 7, Xã An Nhơn Tây, H.Củ Chi, TP.HCM",1350000.0,4.88,Đất,10m,27.37m,Tây Nam
674T48,"Thửa 865 - tờ 145 Tỉnh Lộ 8, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1900000.0,10.85,Đất,5m,35m,Tây Bắc
PM8VSG,"Thửa 552 - tờ 20 Phạm Phú Tiết, TT.Củ Chi, H.Củ Chi, TP.HCM",3400000.0,21.26,Đất,6.31m,25.56m,Đông Bắc
67DVW8,"Một phần nhà số 160/88 Phan Huy Ích, P.12, Q.Gò Vấp, TP.HCM",9300000.0,89.76,Đất,4m,26m,Bắc
Y4R6WD,"Thửa 843 - tờ 28 đường số 16, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",2400000.0,24.14,Đất,5m,20m,Đông Nam
67YZB8,"Thửa 679 - Tờ 49 Nguyễn Thị Dưỡng, Xã Tân Thạnh Đông, H.Củ Chi, TP.HCM",2000000.0,6.17,Đất,14.93m,21.99m,Đông Nam
DFR38H,"Thửa 647 - tờ 56 Lê Thị Hởi, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",1150000.0,9.93,Đất,5m,23.29m,Đông Bắc
7B419A,"Thửa 488 - Tờ 44 đường số 9, P.Trường Thọ, TP.Thủ Đức, TP.HCM",24000000.0,48.39,Đất,12.16m,47.9m,Đông Nam
15AQQ6,"Thửa 668 - tờ 127 Tỉnh Lộ 7, Xã Trung Lập Hạ, H.Củ Chi, TP.HCM",1390000.0,1.74,Đất,10m,80.29m,Đông Bắc
3YYJHQ,"Thửa 738 - Tờ 18 Huỳnh Thị Mài, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",4550000.0,42.84,Đất,11m,10m,Bắc
155KB6,"Thửa 835 - tờ 22 Trần Văn Chẩm, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3200000.0,18.0,Đất,5.06m,35.96m,Tây
SKKFU5,"Thửa 110 - tờ 24 Huỳnh Văn Cọ, TT.Củ Chi, H.Củ Chi, TP.HCM",4800000.0,24.0,Đất,10m,20m,Tây Bắc
0NZ019,"Thửa 753 - tờ 7 đường số 87, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",2800000.0,25.0,Đất,5m,22.45m,Đông Nam
DFEYKH,"29/22 Lê Đức Thọ, P.7, Q.Gò Vấp, TP.HCM",15800000.0,175.55,Đất,5m,18m,
5K5ZV7,"Thửa 805 - Tờ 82 Phạm Văn Cội, Xã Nhuận Đức, H.Củ Chi, TP.HCM",1800000.0,9.42,Đất,9m,21m,Tây Bắc
QYQJHU,"Thửa 613 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.5,Đất,5m,20m,Đông Bắc
WGW30R,"Thửa 612 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.5,Đất,5m,20m,Đông Bắc
ABAG3Y,"Thửa 611 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.5,Đất,5m,20m,Đông Bắc
3A3WEQ,"Thửa 610 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.56,Đất,5m,20m,Đông Bắc
7C79BA,"Thửa 609 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.56,Đất,5m,29m,Đông Bắc
2V25NZ,"Thửa 606 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.5,Đất,5m,20m,Đông Bắc
9N939P,"Thửa 607 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.51,Đất,5m,20m,Đông Bắc
E0ENC4,"Thửa 608 - Tờ 194 ấp Cây Trôm, Xã Phước Hiệp, H.Củ Chi, TP.HCM",1550000.0,15.51,Đất,5m,20m,Đông Bắc
UDUDYS,"Thửa 822 - tờ 21 đường số 75, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",3300000.0,17.55,Đất,6.23m,30m,Tây Bắc
871GB3,"Thửa 593 - Tờ 78 đường số 387, Xã Tân An Hội, H.Củ Chi, TP.HCM",1680000.0,16.1,Đất,5m,21.75m,Tây Bắc
1SM0V6,"Thửa 592 - Tờ 78 đường số 387, Xã Tân An Hội, H.Củ Chi, TP.HCM",1680000.0,15.86,Đất,5m,21.4m,Tây Bắc
7CSXPA,"Thửa 588 - Tờ 78 đường số 387, Xã Tân An Hội, H.Củ Chi, TP.HCM",3900000.0,3.28,Đất,17.51m,80.87m,Tây Bắc
UD32AS,"Thửa 587 - Tờ 78 đường số 387, Xã Tân An Hội, H.Củ Chi, TP.HCM",2700000.0,5.34,Đất,10m,53.53m,Tây Bắc
GM9V42,"Thửa 402 - tờ 53, 221/6A Trần Huy Liệu, P.8, Q.Phú Nhuận, TP.HCM",5900000.0,201.36,Đất,3.1m,9.45m,Đông Bắc
5K31A7,"Thửa 1001 - Tờ 80, Một phần số 38/8 Trần Thị Hè, P.Hiệp Thành, Q.12, TP.HCM",5500000.0,85.8,Đất,4m,16.08m,Tây Nam
1SNY06,"Thửa 754 - tờ 20 đường số 83, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",2100000.0,24.56,Đất,5m,17.1m,Đông Nam
UD6HBS,"Thửa 688 - tờ 12 Tỉnh Lộ 8, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",3200000.0,15.23,Đất,8.5m,24.85m,Nam
GMRPH2,"Thửa 7 - tờ 41 Võ Thị Lợi, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",1500000.0,1.01,Đất,31.07m,47.49m,Tây Bắc
CR79NB,"Thửa 520 - Tờ 19 Nguyễn Thị Chuối, Xã Xuân Thới Đông, H.Hóc Môn, TP.HCM",20800000.0,6.0,Đất,59.45m,76.14m,
65T7F8,"Thửa 1200 - tờ 4 Võ Văn Điều, Xã Phước Thạnh, H.Củ Chi, TP.HCM",7500000.0,5.04,Đất,39.91m,36.47m,
D4UBTH,"113/120N Võ Duy Ninh, P.22, Q.Bình Thạnh, TP.HCM",2980000.0,151.26,Đất,3.48m,14.43m,Đông Nam
AB3DTY,"Thửa 617 - Tờ 40 Nguyễn Thị Lắng, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",2500000.0,12.65,Đất,6m,34.05m,Tây Bắc
3ANZMQ,"Thửa 609 - Tờ 36 Nguyễn  Thị Ly, Xã Xuân Thới Sơn, H.Hóc Môn, TP.HCM",21000000.0,1.96,Đất,47.74m,188.32m,Đông Bắc
3ATKFQ,"đường Thống Nhất, P.16, Q.Gò Vấp, TP.HCM",6900000.0,96.36,Đất,4.14m,17.24m,Đông Nam
9NA7AP,"Thửa 550 - Tờ 17 đường số 40, TT.Củ Chi, H.Củ Chi, TP.HCM",2800000.0,41.05,Đất,5m,14.28m,Tây Bắc
PXYXTG,"Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",7500000.0,74.77,Đất,5m,20.14m,
9NATNP,"23b Linh Đông, P.Linh Đông, TP.Thủ Đức, TP.HCM",22600000.0,112.43,Đất,10m,20m,Đông Nam
PXYNZG,"Thửa 1480 - Tờ 16 đường số 86, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1600000.0,20.0,Đất,7.47m,13.77m,Đông Nam
UDPAQS,"Thửa 1475 - Tờ 16 đường số 86, Xã Tân Phú Trung, H.Củ Chi, TP.HCM",1700000.0,14.45,Đất,12.91m,14.99m,Đông Nam
