Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
85NFD3,"40/12 Đường 38, P.Hiệp Bình, TP.Thủ Đức, TP.HCM",7800000.0,150.87,Nhà mặt tiền,3.91m,11.3m,Bắc,4.0,3.0,4.0,51.70m²,177.26m²,6m,,
SCF8F5,"Lê Thị Trung, An Phú, Thuận An, TP.HCM",7150000.0,71.5,Nhà mặt tiền,6m,,,5.0,4.0,2.0,,100m²,,,
0Z84F9,"31 Nguyễn Quý Anh, P.Tân Sơn Nhì, Q.Tân Phú, TP.HCM",10600000.0,179.35,Nhà mặt tiền,4m,14.78m,Tây Bắc,5.0,3.0,4.0,59.10m²,190.80m²,,Cơ bản,
PNRS2G,"22 đường số 14, P.Linh Đông, TP.Thủ Đức, TP.HCM",7500000.0,91.46,Nhà mặt tiền,4.7m,19.95m,Đông Nam,1.0,1.0,1.0,82m²,75.30m²,6.68m,,
UYZ5MS,"37 Lê Đình Thụ, P.Tân Thành, Q.Tân Phú, TP.HCM",11300000.0,200.35,Nhà mặt tiền,4m,14.1m,Đông,3.0,3.0,4.0,56.40m²,212.50m²,15m,,
8SUEV3,"132 đường số 6, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",13500000.0,108.0,Nhà mặt tiền,5m,25m,Đông Bắc,5.0,6.0,4.0,125m²,276.40m²,24m,,
3SV36Q,"223 Phan Đình Phùng, P.15, Q.Phú Nhuận, TP.HCM",24500000.0,353.53,Nhà mặt tiền,3.4m,20.4m,Đông Bắc,4.0,5.0,6.0,69.30m²,300.90m²,20m,,Sổ riêng
AH1CMY,"157 đường số 4, P.Phước Bình, TP.Thủ Đức, TP.HCM",10650000.0,118.86,Nhà mặt tiền,4m,27.3m,Tây Bắc,2.0,1.0,1.0,89.60m²,42.90m²,8m,,
6QJ5K8,"30-32 đường số 31, P.10, Q.6, TP.HCM",23500000.0,182.59,Nhà mặt tiền,8m,15.7m,Tây,10.0,6.0,4.0,128.70m²,425.90m²,12m,,
UYA0MS,"406 Lê Quang Định, P.11, Q.Bình Thạnh, TP.HCM",16500000.0,291.51,Nhà mặt tiền,3.6m,19.8m,Tây Nam,9.0,9.0,6.0,56.60m²,279.50m²,15m,,
1QVFG6,"33 Lê Công Phép, P.An Lạc, Q.Bình Tân, TP.HCM",9800000.0,146.05,Nhà mặt tiền,4.4m,18.1m,Tây Bắc,4.0,5.0,4.0,67.10m²,208.20m²,8m,,
UAHXRS,"112 Ca Văn Thỉnh, P.13, Q.Tân Bình, TP.HCM",16900000.0,315.29,Nhà mặt tiền,4m,13.4m,Tây Nam,14.0,14.0,6.0,53.60m²,304.50m²,10m,,
W0C9DR,"124 Trần Thị Điệu, P.Phước Long B, TP.Thủ Đức, TP.HCM",10300000.0,121.31,Nhà mặt tiền,4.65m,22.44m,Nam,3.0,4.0,3.0,84.90m²,205.32m²,5m,,
GTQRJ2,"190/1C Quang Hùng 3, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",4500000.0,56.32,Nhà mặt tiền,4m,20.05m,Đông Bắc,2.0,1.0,2.0,79.90m²,96.70m²,5m,,
37PRTQ,"86 đường số 17, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",6600000.0,58.87,Nhà mặt tiền,4.1m,23.18m,Tây Nam,2.0,3.0,3.0,112.10m²,153.66m²,10m,,
JG6ZG0,"Trần Đại Nghĩa, P.Tân Tạo A, Q.Bình Tân, TP.HCM",15950000.0,0.0,Nhà mặt tiền,6.1m,22.6m,Tây Nam,2.0,2.0,2.0,63.30m²,115.30m²,10m,,Sổ riêng
AKN10Y,"Phùng Văn Cung, P.2, Q.Phú Nhuận, TP.HCM",11950000.0,267.93,Nhà mặt tiền,4.76m,10.55m,Đông Bắc,2.0,2.0,2.0,44.60m²,89.20m²,10m,,
U7PJMS,"1319 Lê Đức Thọ, P.15, Q.Gò Vấp, TP.HCM",12300000.0,188.65,Nhà mặt tiền,4.73m,13.33m,Đông Bắc,4.0,5.0,5.0,65.20m²,,30m,,Sổ riêng
7HN2TA,"Công Chúa Ngọc Hân, P.10, Q.11, TP.HCM",10000000.0,249.37,Nhà mặt tiền,3m,16.2m,Đông Bắc,5.0,4.0,4.0,40.10m²,146m²,10m,,
PZHB7G,"Lê Trọng Tấn, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",18500000.0,310.4,Nhà mặt tiền,4.1m,38.65m,Đông Bắc,6.0,5.0,5.0,59.60m²,204.28m²,15m,,
9ZW0DP,"214 Nguyễn Thái Bình, P.12, Q.Tân Bình, TP.HCM",24500000.0,322.36,Nhà mặt tiền,5m,15.2m,Đông Nam,4.0,4.0,3.0,76m²,236m²,8m,,
5D94Q7,"Đường Nguyễn Hữu Cảnh, P.22, Q.Bình Thạnh, TP.HCM",11000000.0,310.73,Nhà mặt tiền,4.75m,12.05m,Đông Bắc,2.0,1.0,2.0,35.40m²,69.90m²,10m,Đầy đủ,
J2KYX0,"2012 Lê Văn Lương, Xã Nhơn Đức, H.Nhà Bè, TP.HCM",7900000.0,35.61,Nhà mặt tiền,7.83m,29.75m,Đông Nam,1.0,1.0,1.0,221.80m²,72.50m²,6m,,
UA3FVS,"54 Thới An 12, khu phố 3, P.Thới An, Q.12, TP.HCM",5100000.0,69.48,Nhà mặt tiền,4m,22.3m,Đông,2.0,1.0,1.0,73.40m²,54.80m²,4m,,
YCE2HD,"641 An Dương Vương, khu phố 14, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",7150000.0,99.67,Nhà mặt tiền,5m,15m,Đông Nam,5.0,4.0,4.0,71.73m²,190m²,,,
2M03TZ,"39 Trần Thủ Độ, P.Phú Thạnh, Q.Tân Phú, TP.HCM",8500000.0,133.64,Nhà mặt tiền,3.95m,20.5m,Bắc,2.0,2.0,2.0,63.60m²,,12m,,
Q5647U,"72A Kênh Nước Đen, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",12500000.0,158.83,Nhà mặt tiền,10.49m,9.26m,Nam,3.0,5.0,4.0,78.70m²,202.60m²,10m,,
U76UUS,"Trần Bá Giao, P.5, Q.Gò Vấp, TP.HCM",14200000.0,167.65,Nhà mặt tiền,3.95m,21.66m,Tây,4.0,4.0,4.0,84.70m²,234.70m²,10m,,
SD4JQ5,"72A Hồ Văn Huê, P.9, Q.Phú Nhuận, TP.HCM",10200000.0,393.82,Nhà mặt tiền,3.45m,7.5m,Tây Bắc,2.0,3.0,3.0,25.90m²,72.50m²,10m,,
Q5AAGU,"67 đường số 359, P.Phước Long B, TP.Thủ Đức, TP.HCM",4800000.0,147.23,Nhà mặt tiền,4.05m,11.83m,Tây Nam,2.0,2.0,2.0,32.60m²,65.20m²,4m,Cơ bản,
6U6C78,"707 Tân Kỳ Tân Qúy, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",26000000.0,174.02,Nhà mặt tiền,5.81m,25.21m,Tây Bắc,1.0,1.0,2.0,149.40m²,168.20m²,10.5m,,
1UE0K6,"12 Đặng Minh Trứ, P.10, Q.Tân Bình, TP.HCM",8800000.0,162.96,Nhà mặt tiền,5.6m,14m,Tây Bắc,1.0,1.0,1.0,54m²,,,,Sổ riêng
02BS29,"Đường Gò Dầu, P.Tân Quý, Q.Tân Phú, TP.HCM",12500000.0,184.47,Nhà mặt tiền,4.3m,16.85m,Nam,6.0,4.0,4.0,67.76m²,247.59m²,8m,,
CW7UYB,"167/5C Tân Hiệp 39-40, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",2650000.0,29.28,Nhà mặt tiền,6m,13.72m,Nam,2.0,1.0,1.0,90.50m²,41.70m²,8m,,Sổ riêng
QA707U,"11 đường Số 192 Khu Biệt Thự, P.6, Q.8, TP.HCM",78000000.0,105.54,Nhà mặt tiền,20.36m,33m,Bắc,4.0,5.0,1.0,739m²,219.78m²,,,
2MURNZ,"30 Lô K Cư Xá Phú Lâm D, P.10, Q.6, TP.HCM",13600000.0,190.74,Nhà mặt tiền,4.03m,17.76m,Đông Nam,5.0,6.0,3.0,71.30m²,,,,
13TE26,"1163 Kha Vạn Cân KP4, P.Linh Trung, TP.Thủ Đức, TP.HCM",9500000.0,79.83,Nhà mặt tiền,4.52m,32m,Đông Nam,3.0,3.0,2.0,119m²,163.40m²,15m,,
DCT7TH,"Số 5 Đường số 38, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",34000000.0,87.5,Nhà mặt tiền,12.17m,32.63m,Nam,4.0,1.0,1.0,399.70m²,143.30m²,7m,,Sổ riêng
8BRP3A,"60/5G Đông Hưng Thuận 8, P.Đông Hưng Thuận, Q.12, TP.HCM",7800000.0,127.86,Nhà mặt tiền,5.5m,11m,Nam,1.0,1.0,2.0,61m²,,10m,,
RGGPPJ,"380 Tân Kỳ Tân Quý, P.Tân Quý, Q.Tân Phú, TP.HCM",20700000.0,103.19,Nhà mặt tiền,4.15m,47.6m,Nam,4.0,2.0,2.0,200.60m²,288.30m²,7m,,
UC4QAS,"Thửa 1051 - Tờ 8 đường số 38, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",17000000.0,57.43,Nhà mặt tiền,8m,37m,Đông,3.0,2.0,2.0,296m²,296m²,8m,Cơ bản,Sổ riêng
QADXKU,"1075 Cách Mạng Tháng Tám, P.7, Q.Tân Bình, TP.HCM",18500000.0,211.91,Nhà mặt tiền,5.17m,16.91m,Đông Bắc,1.0,1.0,2.0,87.30m²,134.10m²,10m,,
WPVGXR,"108 đường 105B Trịnh Quang Nghị, P.7, Q.8, TP.HCM",8900000.0,74.16,Nhà mặt tiền,5m,24m,Đông Bắc,4.0,5.0,4.0,120m²,323.80m²,,,
9ZMH0P,"15 đường số 8, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",17500000.0,151.51,Nhà mặt tiền,6.8m,17m,Đông Nam,4.0,5.0,4.0,115.50m²,,10m,,
6U6DU8,"83 Trịnh Đình Trọng, P.Phú Trung, Q.Tân Phú, TP.HCM",12900000.0,162.65,Nhà mặt tiền,4.2m,20.65m,Đông Bắc,4.0,3.0,4.0,79.31m²,,6.2m,,
AHQZUY,"184 đường số 8 KP7, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",9300000.0,88.48,Nhà mặt tiền,5.5m,21m,Đông Nam,1.0,1.0,1.0,105.10m²,95.30m²,5m,,Sổ riêng
KEQKJC,"Một phần nhà số 60 Liên Khu 16-18, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",13500000.0,92.59,Nhà mặt tiền,4.08m,22.95m,Tây,6.0,6.0,2.0,145.80m²,235.20m²,6m,,
DBMPAH,"Đường Cách Mạng Tháng 8, P.15, Q.10, TP.HCM",20000000.0,248.75,Nhà mặt tiền,3.81m,13.52m,Đông Nam,7.0,7.0,5.0,80.40m²,322.90m²,6m,,
8U1NE3,"Lê Văn Khương, KP5, P.Hiệp Thành, Q.12, TP.HCM",7100000.0,138.13,Nhà mặt tiền,5m,16.5m,Bắc,2.0,1.0,2.0,51.40m²,61.90m²,8m,,
37DAXQ,"59 đường số 339, P.Phước Long B, TP.Thủ Đức, TP.HCM",16200000.0,183.25,Nhà mặt tiền,5.07m,20.86m,Đông Nam,6.0,6.0,4.0,88.40m²,286m²,14m,,
0GMAH9,"18 đường số 1, KDC Gia Hòa, Xã Phong Phú, H.Bình Chánh, TP.HCM",14000000.0,92.1,Nhà mặt tiền,8m,19m,Đông Nam,2.0,2.0,2.0,152m²,223.40m²,12m,,Sổ riêng
7D4E8A,"5 đường số 11, khu phố 2, P.An Lạc, Q.Bình Tân, TP.HCM",7000000.0,76.11,Nhà mặt tiền,4m,20.5m,Tây Bắc,3.0,2.0,3.0,85.50m²,,5m,,Sổ riêng
RG21VJ,"34 đường Tân Thới Nhất 04, P.Tân Thới Nhất, Q.12, TP.HCM",9350000.0,187.0,Nhà mặt tiền,4m,12.63m,Nam,4.0,5.0,5.0,50m²,217.80m²,,,
8SEPM3,"121I đường số 11, KP9, P.Trường Thọ, TP.Thủ Đức, TP.HCM",37500000.0,117.18,Nhà mặt tiền,8m,40m,Tây Bắc,36.0,36.0,5.0,320m²,767.20m²,7.18m,,
6QMBD8,"191C Đường Hoàng Hoa Thám, P.7, Q.Bình Thạnh, TP.HCM",26500000.0,253.1,Nhà mặt tiền,4.01m,21.95m,Đông Bắc,5.0,5.0,6.0,104.70m²,519.40m²,18m,,
UY9XGS,"38 đường số 3, P.Linh Chiểu, TP.Thủ Đức, TP.HCM",18800000.0,188.0,Nhà mặt tiền,5m,20m,Đông Nam,4.0,5.0,4.0,100m²,253.20m²,,,
RG9HCJ,"số 5 đường số 8, P.Linh Tây, TP.Thủ Đức, TP.HCM",2700000.0,77.36,Nhà mặt tiền,2.41m,9.6m,Đông Bắc,2.0,1.0,1.0,34.90m²,34.90m²,,,
DCUAWH,"14/5B Bắc Lân 2, Xã Bà Điểm, H.Hóc Môn, TP.HCM",3900000.0,77.22,Nhà mặt tiền,3m,17m,Đông Bắc,2.0,1.0,1.0,50.50m²,50.50m²,6m,,
7HZ1YA,"197C1 Đường Nguyễn Thượng Hiền, P.5, Q.Bình Thạnh, TP.HCM",8680000.0,185.86,Nhà mặt tiền,3.8m,13.57m,Nam,7.0,7.0,4.0,46.70m²,148.60m²,1.93m,,
W0V6QR,"Liên Khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",7500000.0,117.18,Nhà mặt tiền,4m,16m,Đông Bắc,5.0,6.0,4.0,64m²,186.70m²,5m,,
7HZ1YA,"197C1 Đường Nguyễn Thượng Hiền, P.5, Q.Bình Thạnh, TP.HCM",8680000.0,185.86,Nhà mặt tiền,3.8m,13.57m,Nam,7.0,7.0,4.0,46.70m²,148.60m²,1.93m,,
W0V6QR,"Liên Khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",7500000.0,117.18,Nhà mặt tiền,4m,16m,Đông Bắc,5.0,6.0,4.0,64m²,186.70m²,5m,,
CFDQUB,"Số 08,đường 110 Trương Đình Hội, P.16, Q.8, TP.HCM",9790000.0,117.66,Nhà mặt tiền,4.5m,18.5m,Tây,4.0,3.0,4.0,83.20m²,,,,
UDKV9S,"104K đường số 6, Cư Xá Bình Thới, P.8, Q.11, TP.HCM",3800000.0,79.16,Nhà mặt tiền,4m,12m,Nam,1.0,1.0,1.0,48m²,,15m,,
YGPVD6,"MPN 83 Huỳnh Thiện Lộc, P.Hòa Thạnh, Q.Tân Phú, TP.HCM",10600000.0,193.43,Nhà mặt tiền,3.68m,14.53m,Tây Nam,2.0,1.0,2.0,54.80m²,95.30m²,8m,Cơ bản,
5YSFW7,"đường số 31, Khu Tên Lửa, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",12500000.0,156.25,Nhà mặt tiền,4m,20m,Bắc,3.0,4.0,4.0,80m²,238.60m²,10m,,
SY2CR5,"Đường Liên khu 2-10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5200000.0,86.37,Nhà mặt tiền,4m,15.14m,Đông Nam,1.0,1.0,2.0,60.20m²,,3.41m,,
DBN39H,"Đường Ấp Chiến Lược, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",12500000.0,200.32,Nhà mặt tiền,4m,15.62m,Đông Nam,7.0,7.0,6.0,62.40m²,280.80m²,6m,,
5DN8C7,"20 đường số 3, KP34, P.Bình Chiểu, TP.Thủ Đức, TP.HCM",8500000.0,87.44,Nhà mặt tiền,5.42m,20.6m,Tây Nam,3.0,3.0,3.0,97.20m²,291.60m²,6m,Đầy đủ,
SYCJQ5,"15 đường số 25, khu phố 11, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5850000.0,91.83,Nhà mặt tiền,4m,15.95m,Đông,2.0,1.0,2.0,63.70m²,88.60m²,5.95m,,
AKE33Y,"94/2 Nguyễn Ảnh Thủ, ấp Tây Lân, Xã Bà Điểm, H.Hóc Môn, TP.HCM",18000000.0,213.27,Nhà mặt tiền,5.45m,25m,Đông,3.0,4.0,3.0,84.40m²,153.80m²,11m,,
JGJEZ0,"MPN 45 đường số 3, khu phố 4, P.Tân Tạo A, Q.Bình Tân, TP.HCM",4300000.0,59.72,Nhà mặt tiền,4m,18m,Tây,5.0,5.0,1.0,72m²,58.40m²,4.5m,,
UAE09S,"22 đường số 75 KDC Tân Quy Đông, P.Tân Phong, Q.7, TP.HCM",62000000.0,176.58,Nhà mặt tiền,12m,28m,Đông,1.0,1.0,1.0,351.10m²,133.88m²,16m,,
UAE09S,"22 đường số 75 KDC Tân Quy Đông, P.Tân Phong, Q.7, TP.HCM",62000000.0,176.58,Nhà mặt tiền,12m,28m,Đông,1.0,1.0,1.0,351.10m²,133.88m²,16m,,
37HUNQ,"75 đường số 8B, khu phố 13, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",2850000.0,154.89,Nhà mặt tiền,2.47m,7.56m,Đông,2.0,1.0,2.0,18.40m²,36.20m²,4.52m,,
Q79TWU,"Lô 33 Đường Phạm Thế Hiển, P.4, Q.8, TP.HCM",8500000.0,395.34,Nhà mặt tiền,5.14m,6m,Bắc,2.0,1.0,2.0,21.50m²,,10m,,
Q79TWU,"Lô 33 Đường Phạm Thế Hiển, P.4, Q.8, TP.HCM",8500000.0,395.34,Nhà mặt tiền,5.14m,6m,Bắc,2.0,1.0,2.0,21.50m²,,10m,,
GX1PM2,"28H9 đường DD11, Khu dân cư An Sương, P.Tân Hưng Thuận, Q.12, TP.HCM",14500000.0,138.09,Nhà mặt tiền,7m,15m,Tây Bắc,2.0,3.0,3.0,105m²,177.90m²,8m,,
2MARGZ,"C31/1 Tân Xuân 3, ấp Mới 1, Xã Tân Xuân, H.Hóc Môn, TP.HCM",4500000.0,65.88,Nhà mặt tiền,3.96m,16.83m,Tây Nam,2.0,1.0,2.0,68.30m²,97.40m²,6m,,
02GCP9,"Dân Trí, phường 6, Tân Bình, P.6, Q.Tân Bình, TP.HCM",10300000.0,90.98,Nhà mặt tiền,3.4m,32m,Tây,2.0,1.0,2.0,113.20m²,149.30m²,5m,Cơ bản,
ACCHBY,"6C đường số 14, khu dân cư Cityland, P.10, Q.Gò Vấp, TP.HCM",49000000.0,228.97,Nhà mặt tiền,11m,19.44m,Tây,4.0,4.0,4.0,214m²,402.30m²,10m,,Sổ riêng
SDH895,"34 Thới Tứ 2, ấp Thới Tứ, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",3890000.0,84.38,Nhà mặt tiền,3.97m,11.91m,Tây Bắc,2.0,2.0,2.0,46.10m²,68.60m²,6m,,
6UQP98,"67/10F Tân Hiệp 31, ấp Thới Tây 2, Xã Tân Hiệp, H.Hóc Môn, TP.HCM",4950000.0,51.08,Nhà mặt tiền,4m,24.38m,Đông,3.0,2.0,2.0,96.90m²,52.30m²,8.82m,,
Q7PFRU,"Đường Lê Đức Thọ, P.6, Q.Gò Vấp, TP.HCM",23800000.0,330.55,Nhà mặt tiền,4.15m,20.04m,Tây Bắc,12.0,12.0,5.0,72m²,333.60m²,10m,,
ACZRHY,"16 (nền D68) đường số 4A, Khu dân cư 13E, Xã Phong Phú, H.Bình Chánh, TP.HCM",9200000.0,92.0,Nhà mặt tiền,5m,20m,Đông Nam,2.0,4.0,4.0,100m²,267.50m²,14m,,
GXVEP2,"Cư Xá Phú Thọ Hòa - Lạc Long Quân, P.5, Q.11, TP.HCM",8750000.0,164.16,Nhà mặt tiền,3.95m,16.8m,Tây Nam,4.0,4.0,3.0,53.30m²,149.90m²,,,
7D5CYA,"Chợ Lớn - khu dân cư bình phú, P.11, Q.6, TP.HCM",17500000.0,218.75,Nhà mặt tiền,4m,16m,Nam,3.0,4.0,4.0,80m²,207.90m²,18m,,
408BSF,"9C Nguyễn Thị Nuôi, ấp Thống Nhất 1, Xã Tân Thới Nhì, H.Hóc Môn, TP.HCM",6500000.0,68.56,Nhà mặt tiền,4.15m,23.53m,Đông Nam,2.0,1.0,2.0,94.80m²,95.40m²,10.43m,,
8SKP63,"Thửa 107 - Tờ 100, đường số 3, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3500000.0,40.55,Nhà mặt tiền,7.64m,11.69m,Đông Nam,4.0,2.0,2.0,86.30m²,,8m,,
408BSF,"9C Nguyễn Thị Nuôi, ấp Thống Nhất 1, Xã Tân Thới Nhì, H.Hóc Môn, TP.HCM",6500000.0,68.56,Nhà mặt tiền,4.15m,23.53m,Đông Nam,2.0,1.0,2.0,94.80m²,95.40m²,10.43m,,
8SKP63,"Thửa 107 - Tờ 100, đường số 3, Xã Tân Thông Hội, H.Củ Chi, TP.HCM",3500000.0,40.55,Nhà mặt tiền,7.64m,11.69m,Đông Nam,4.0,2.0,2.0,86.30m²,,8m,,
85K283,"8/2A Nguyễn Thị Sóc, Ấp Hưng Lân, Xã Bà Điểm, H.Hóc Môn, TP.HCM",16500000.0,97.74,Nhà mặt tiền,5.91m,28.31m,Tây Bắc,4.0,2.0,2.0,168.80m²,84.40m²,,,
DBM8RH,"Thửa 691 - Tờ 44 đường số 405, Xã Phước Vĩnh An, H.Củ Chi, TP.HCM",5600000.0,28.34,Nhà mặt tiền,7m,28.31m,Tây Nam,6.0,7.0,2.0,197.60m²,,10m,,
7HX68A,"C28 (Thửa  902 - tờ 33 ) Tổ 49, khu phố 4, P.Trung Mỹ Tây, Q.12, TP.HCM",6000000.0,98.03,Nhà mặt tiền,5.54m,11.12m,Tây Nam,2.0,1.0,1.0,61.20m²,61.20m²,4m,,
37YD1Q,"3 đường số 1, Khu dân cư Lê Thành, P.An Lạc, Q.Bình Tân, TP.HCM",12000000.0,188.67,Nhà mặt tiền,3.95m,16m,Tây Bắc,6.0,5.0,5.0,63.60m²,281.20m²,,,
DENJAH,"39 đường số 10, Khu dân cư Trung Sơn, Xã Bình Hưng, H.Bình Chánh, TP.HCM",22000000.0,183.33,Nhà mặt tiền,6m,20m,Bắc,5.0,6.0,4.0,120m²,350.40m²,,,
RPC54J,"đường 12F, khu định cư số 4, ấp 4, Xã Phong Phú, H.Bình Chánh, TP.HCM",13500000.0,128.57,Nhà mặt tiền,7m,15m,Đông Bắc,4.0,4.0,4.0,105m²,199.30m²,12m,,
UYFYYS,"7 đường số 5, Cư Xá Chu Văn An, P.26, Q.Bình Thạnh, TP.HCM",15300000.0,212.5,Nhà mặt tiền,4m,18m,Bắc,3.0,3.0,3.0,72m²,163.20m²,,,Sổ riêng
DEPFDH,"32 đường số 12, Khu dân cư Vĩnh Lộc, P.Bình Hưng Hoà B, Q.Bình Tân, TP.HCM",11500000.0,135.29,Nhà mặt tiền,5m,17m,Tây Nam,4.0,4.0,5.0,85m²,284m²,12m,,
K4YZXC,"46 đường số 10 khu dân cư Hương Lộ 5, P.An Lạc, Q.Bình Tân, TP.HCM",8000000.0,125.0,Nhà mặt tiền,4m,16m,Đông Nam,6.0,5.0,4.0,64m²,188m²,7m,,
6S3578,"86 đường số 2 Cư Xá Chu Văn An, P.26, Q.Bình Thạnh, TP.HCM",15200000.0,207.93,Nhà mặt tiền,3m,14m,Tây,5.0,6.0,4.0,73.10m²,233.20m²,,,
SDP745,"C16 đường Phú Thuận, Khu dân cư Nam Long, P.Phú Thuận, Q.7, TP.HCM",21800000.0,275.94,Nhà mặt tiền,4m,19.75m,Đông,4.0,4.0,4.0,79m²,234.20m²,,,
SYKMB5,"Thạnh Xuân 52, khu phố 3, P.Thạnh Xuân, Q.12, TP.HCM",4680000.0,93.58,Nhà mặt tiền,4.54m,11.08m,Tây Bắc,4.0,4.0,3.0,50.01m²,154.20m²,12m,Cơ bản,
AK9MPY,"Thửa 502 - tờ 66 Đường Thạnh Xuân 14, P.Thạnh Xuân, Q.12, TP.HCM",6300000.0,95.45,Nhà mặt tiền,4m,17m,Đông Bắc,2.0,2.0,2.0,66m²,,6m,,
U71MVS,"số 3 đường số 2 KDC Gia Hòa, ấp 5, Xã Phong Phú, H.Bình Chánh, TP.HCM",12360000.0,85.83,Nhà mặt tiền,8m,18m,Đông Bắc,3.0,3.0,3.0,144m²,207.40m²,12m,,
9Z7RRP,"59 đường vào khu nhà ở Gia Hòa, KDC Gia Hòa, ấp 5, Xã Phong Phú, H.Bình Chánh, TP.HCM",11000000.0,115.78,Nhà mặt tiền,5m,19m,Đông Bắc,5.0,3.0,4.0,95m²,234m²,8m,,
Q7924U,"32 Phạm Hùng Nối Dài, Khu nhà ở rạch Bà Tánh, ấp 5, Xã Bình Hưng, H.Bình Chánh, TP.HCM",17500000.0,159.09,Nhà mặt tiền,5m,22m,Đông Bắc,6.0,6.0,4.0,110m²,324m²,10m,,
DE6ZYH,"Thửa 1197 - Tờ 03 Đường 203, P.Thiên Hương, TP.Thuỷ Nguyên, TP. Hải Phòng",6000000.0,50.42,Nhà mặt tiền,6m,18.25m,Tây,3.0,2.0,2.0,119m²,,,Bàn giao thô,
EJ20N4,"61 số 22, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",3950000.0,98.75,Nhà mặt tiền,4m,10m,Tây Bắc,4.0,5.0,3.0,40m²,127.20m²,10m,Đầy đủ,
7HWNCA,"6 đường ĐX 079, P.Định Hoà, TP.Thủ Dầu Một, Bình Dương",6500000.0,32.0,Nhà mặt tiền,8m,25.41m,Đông Bắc,5.0,2.0,2.0,203.10m²,,8m,Cơ bản,Sổ riêng
AFPBHY,"97 Khánh Hội, P.3, Q.4, TP.HCM",25000000.0,277.77,Nhà mặt tiền,4.5m,20m,Đông Bắc,1.0,1.0,1.0,90m²,90m²,,,
9V2HVP,"133 Gò Công, P.13, Q.5, TP.HCM",39000000.0,389.22,Nhà mặt tiền,3.9m,26.85m,Đông Bắc,5.0,6.0,5.0,100.20m²,419m²,12m,,
8DU9K3,"C24 đường D5B, P.Phú Mỹ, Q.7, TP.HCM",11000000.0,122.22,Nhà mặt tiền,5m,16m,Tây Bắc,4.0,4.0,3.0,90m²,137.50m²,10m,,
6AXYH8,"661 Hồng Bàng, P.6, Q.6, TP.HCM",15000000.0,159.91,Nhà mặt tiền,3.63m,33.24m,Đông Bắc,2.0,1.0,1.0,93.80m²,,20m,,
17ZEV6,"45C Cao Thắng, P.3, Q.3, TP.HCM",27000000.0,459.18,Nhà mặt tiền,2.98m,18.75m,Đông Bắc,5.0,6.0,5.0,58.80m²,247.80m²,20m,,
17FNJ6,"208 Nguyễn Trãi, P.Phạm Ngũ Lão, Q.1, TP.HCM",780000000.0,1.3,Nhà mặt tiền,18.62m,30.35m,Đông Nam,15.0,15.0,15.0,600m²,5195.80m²,15m,,
UKJHXS,"143 (1 Phần) Bàn Cờ, P.3, Q.3, TP.HCM",28000000.0,442.33,Nhà mặt tiền,4.7m,14m,Đông Bắc,5.0,4.0,4.0,63.30m²,216m²,15m,Đầy đủ,
WZ1N3R,"341 Nguyễn Trãi, P.Nguyễn Cư Trinh, Q.1, TP.HCM",170000000.0,975.21,Nhà mặt tiền,8.45m,22.9m,Tây Bắc,7.0,7.0,7.0,174.32m²,1123.82m²,20m,,
RTM0WJ,"Vân Thân, P.8, Q.6, TP.HCM",26000000.0,222.03,Nhà mặt tiền,5m,18.45m,Nam,6.0,4.0,4.0,117.10m²,279.40m²,8m,,
SCYWY5,"Hoàng Sa, P.Võ Thị Sáu, Q.3, TP.HCM",11000000.0,315.18,Nhà mặt tiền,2.92m,13.19m,Tây Nam,3.0,3.0,3.0,34.90m²,100.20m²,,,
W2SQQR,"Bà Hạt, P.9, Q.10, TP.HCM",15000000.0,583.65,Nhà mặt tiền,2.3m,16.8m,Đông Nam,3.0,2.0,3.0,25.70m²,70.90m²,,,Sổ riêng
